close
4349.99
4427.3
4352.34
4325.23
4285.08
4292.39
4300.25
4340.31
4236.89
4136.28
4108.37
4138.55
4033.47
3957.6
3972.05
4076.12
4139.98
4094.62
4155.87
4106.53
4125
4164.6
4086.29
4084.76
4043.63
4023.11
4022
4027.05
4016
3862.39
3798.08
3866.48
3858.23
3984.24
4040
4100.41
4074.88
4237.99
4197.05
4117.07
4114.01
4113.58
4153.32
4202
4222
4216.07
4316.01
4312.69
4329
4361.27
4394.36
4307.17
4280.68
4297.94
4319.7
4288.72
4275
4293.52
4337.44
4314.91
4313.84
4323.37
4325
4368.41
4310.01
4239.37
4261.9
4308
4273.59
4321.65
4386.69
4376.99
4329.02
4368.5
4570
4555.55
4587.48
4583.61
4550.02
4498.35
4546.77
4536.82
4555.14
4593.66
4592.16
4656.67
4648.82
4698.77
4724.89
4714.73
4707.5
4775
4803.83
4813.24
4834.91
4788.07
4697.71
4630.01
4460.19
4509.77
4472.14
4569.54
4620.87
4486
4384.15
4529
4509.08
4340.51
4186.96
4153
4015.03
4203.67
4100.11
3988.04
4190.4
4246.82
4151
4442.48
4366.47
4430.02
4461.29
4548.13
4619.43
4619.77
4484.03
4510.25
4613.94
4755
4754.21
4691.61
4605.05
4619.01
4647.53
4348.65
4190.01
4282.8
4242.01
4321.52
4327.63
4276
4253.7
4258.81
4144
3988.95
4098.79
4094.93
4274.32
4130.37
4312.05
4178.73
4191.53
4251.29
4182.27
4208.47
4294.25
4361
4340.1
4258.72
4165.5
4163.72
3936.84
3933.76
3832
3795
3879.81
3944.69
3806
3869.99
3481.02
3518
3370
3189.02
3370
3148
2919
3830
3702.66
3700
3770
3847.9
3630.06
3567.11
3664
3714.95
3580
3559
3499.03
3637.33
3720
3699.99
3830
3950.32
3929.33
4030.33
3969.48
4035.01
3971.02
3936.28
3969.01
3965.01
3890.01
3910.04
3875.93
3913.89
3927.77
4005
3962.93
3900
3827.66
3885.23
3864.95
3727.44
3605.03
3609.99
3697.51
3658.46
3539.97
3514.07
3590
3595.87
3605
3689.38
3798
3746.36
3779.5
3780
3782.9
3669
3683.36
3691.31
3687.36
3660.02
3751
3780.6
3781.05
3910.01
3930.36
3920.75
3896.02
3925
3949.45
3920
3906.13
3882.35
3947
3968
4073
4090
4190
4193
4200
4246
4180
4168
4149.99
4174.5
4032.87
4090.1
4220.01
4143.02
4179.99
4174.69
4214
4300
4324.99
4353.98
4368.98
4378.51
4312.58
4335.82
4337.01
4299.99
4329.52
4378.48
4419.85
4424.01
4410.01
4409.09
4419.94
4380
4405
4271
4297.99
4258.57
4235.01
4310
4290.01
4310.01
4228
4211.01
4173.11
4208.59
4143.04
4154.1
4226.05
4314.49
4327.63
4292.43
4316.98
4392.36
4405
4382.07
4379.73
4369
4381
4334
4335.9
4343.01
4335.38
4423
4457.62
4455.99
4487.99
4590
4575.01
4640
4659
4584.06
4615
4664.31
4787.49
4786.95
4788.02
4785.78
4790
4831.99
4911
4783.06
4753.16
4829.99
4818.99
4825.01
4872.1
4821.43
4843.37
5010.2
5184
5305.01
5312.43
5430
5748
5628.02
5649
5762.25
5558.99
5649.98
5700.51
5653.41
5720.02
5752.04
5750
5869.99
5771.07
5786.11
5400.01
5544.14
5533.56
5709.99
5600.05
5628.32
5728.99
5681.22
5703.27
5760.02
5620.01
5650.02
5579.98
5603.01
5622.06
5595
5484.86
5277.22
5273.25
5322.28
5382.98
5512.06
5585
5577.98
5690.12
5625.01
5609
5683.9
5669.08
5639.95
5662.75
5889.99
6060.54
6010.01
6110.01
6091.92
6116.98
6149.99
6024.07
6024.97
5950.24
5907.11
5819.98
5970.27
5866.99
5950.02
5950.25
5865.05
5881.99
5762.04
5880.82
5915.93
5625.03
5721.83
5676.04
5637.96
5635.07
5477.03
5515.96
5541.51
5469.98
5456.11
5580.07
5689.99
5719.99
5669.13
5853.99
5918.99
5834.38
5861.77
5905
5874.49
5843.18
5771.01
5740
5768.83
5726.92
5781.01
5680.28
5669.97
5726.02
5719.64
5715.01
5799.99
5784.97
5949.01
6085
6169.98
6155.88
6116.19
6181.98
6070.98
6111.58
6120.5
6139.88
6117.94
6223.33
6371.28
6329.98
6463
6458.88
6415
6614.97
6596.99
6622.99
6753.98
6831
6934
6887.81
7019.98
6981.9
7019.98
7172.41
7251.01
7230.95
7284.98
7234
7115.04
7125.12
7174.99
7085.02
7300
7360.04
7357.09
7409.93
7398.69
7513.82
7499.87
7536.01
7345.01
7215.54
7275
7304.11
7232.03
7028.95
6960.12
7120.17
7159.98
7160.55
7038.2
7059.78
7064.04
7331.71
7303.01
7396
7442.38
7070
7303
7276
7345.05
7076
7134.99
7130
7079.99
7213.41
7149.18
6831.2
6760.02
6526.31
6506.98
6730
6578.74
6410.02
6285.84
6240.03
6245.05
5956.02
6060
6241.71
6200.02
6020.06
5811.03
5983.99
6196.66
6426.02
6589.99
6366.97
6465.99
6590.9
6545.33
6410
6436
6532.06
6574.99
6815.09
6850.23
6998
7245
7182
7240.06
7239
7369.99
7380.54
7427
7735.96
7864.5
7890
7498
7765.08
7928.96
7799.37
7699.19
7588.72
7674.97
7747.96
7676.09
7726.14
7761.94
7779.99
7690.01
7753.83
7750.02
8024.98
8038
7972.55
